analysis_level	module_name	signature_name	n_observations	correlation_method	correlation	p_value	fdr_bh	interpretation	notes
paired_difference_level	MAGMA_FDR05	epithelial_transport	26	Spearman	0.582222222222222	0.00180523036676265	0.00501452879656291	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	Loop_TAL_transport_proxy	26	Spearman	0.316239316239316	0.115508833826502	0.1228817381133	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	collecting_duct_proxy	26	Spearman	0.563760683760684	0.00270545921246741	0.00676364803116852	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	fibroblast_stromal_ECM	26	Spearman	0.605470085470085	0.00104719167134451	0.00412964347468226	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	fibrosis_remodeling	26	Spearman	0.498119658119658	0.00960517268653429	0.0184714859356429	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	endothelial_proxy	26	Spearman	0.66974358974359	0.00018228435902983	0.00257908626752204	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	immune_proxy	26	Spearman	0.273846153846154	0.175826304947627	0.179414596885334	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_FDR05	mineralization_remodeling_proxy	26	Spearman	0.385299145299145	0.0519164436547149	0.0665595431470704	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	injury_KIM1_LCN2_like	26	Spearman	0.613675213675214	0.00085540034379829	0.00388818338090132	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	inflammatory_stress	26	Spearman	0.286837606837607	0.155399225970602	0.161874193719377	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	epithelial_transport	26	Spearman	0.589059829059829	0.00154455954124742	0.00461493345636811	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	Loop_TAL_transport_proxy	26	Spearman	0.31965811965812	0.111413638311548	0.121101780773422	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	collecting_duct_proxy	26	Spearman	0.565811965811966	0.00258950076882254	0.00676364803116852	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	fibroblast_stromal_ECM	26	Spearman	0.618461538461538	0.000758228564936533	0.00379114282468266	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	fibrosis_remodeling	26	Spearman	0.493333333333333	0.0104374990533094	0.0193287019505729	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	endothelial_proxy	26	Spearman	0.665641025641026	0.000206326901401763	0.00257908626752204	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	immune_proxy	26	Spearman	0.247863247863248	0.222137589007886	0.222137589007886	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_suggestive_p1e4	mineralization_remodeling_proxy	26	Spearman	0.385982905982906	0.051466425433734	0.0665595431470704	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	injury_KIM1_LCN2_like	26	Spearman	0.619145299145299	0.000745160693191392	0.00379114282468266	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	inflammatory_stress	26	Spearman	0.353162393162393	0.0767688467110577	0.0936205447695826	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	epithelial_transport	26	Spearman	0.511111111111111	0.00762020054033362	0.0165656533485513	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	Loop_TAL_transport_proxy	26	Spearman	0.453675213675214	0.0199195676673265	0.0296031420599455	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	collecting_duct_proxy	26	Spearman	0.481025641025641	0.0128570185091863	0.0214283641819772	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	fibroblast_stromal_ECM	26	Spearman	0.594529914529914	0.00136000803773546	0.00453336012578486	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	fibrosis_remodeling	26	Spearman	0.504273504273504	0.00861702575505009	0.0179521369896877	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	endothelial_proxy	26	Spearman	0.732649572649573	2.08192323245854e-05	0.000520480808114636	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	immune_proxy	26	Spearman	0.344273504273504	0.0850297323293271	0.0988717817782873	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top100	mineralization_remodeling_proxy	26	Spearman	0.498803418803419	0.00949091724757085	0.0184714859356429	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	injury_KIM1_LCN2_like	26	Spearman	0.632136752136752	0.00053139845584653	0.00379114282468266	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	inflammatory_stress	26	Spearman	0.393504273504273	0.0467151984111255	0.0631286465015209	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	epithelial_transport	26	Spearman	0.534358974358974	0.0049221189766768	0.0117193308968495	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	Loop_TAL_transport_proxy	26	Spearman	0.654017094017094	0.000290198458636076	0.00290198458636076	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	collecting_duct_proxy	26	Spearman	0.452991452991453	0.020130136600763	0.0296031420599455	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	fibroblast_stromal_ECM	26	Spearman	0.415384615384615	0.0348319512990191	0.0497599304271701	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	fibrosis_remodeling	26	Spearman	0.332649572649573	0.0968259694946953	0.110029510789426	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	endothelial_proxy	26	Spearman	0.588376068376068	0.00156907737516516	0.00461493345636811	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	immune_proxy	26	Spearman	0.410598290598291	0.0371988683197541	0.0516650948885473	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
paired_difference_level	MAGMA_top50	mineralization_remodeling_proxy	26	Spearman	0.627350427350427	0.000602938518280837	0.00379114282468266	descriptive_noncausal_correlation	Disease-minus-control complete-pair differences.
