patient_id	pair_id	module_name	control_sample_id	disease_sample_id	control_module_score	disease_module_score	paired_difference	notes
ST45	ST45	MAGMA_top100	GSM1900720	GSM1900721	0.307243030233926	0.135625037253544	-0.171617992980382	Disease-context minus control/adjacent module score in complete paired patients.
ST46	ST46	MAGMA_top100	GSM1900696	GSM1900697	-0.675312858977458	-0.868553648880613	-0.193240789903155	Disease-context minus control/adjacent module score in complete paired patients.
ST47	ST47	MAGMA_top100	GSM1900698	GSM1900699	-0.769780375247502	-0.659489247995212	0.11029112725229	Disease-context minus control/adjacent module score in complete paired patients.
ST48	ST48	MAGMA_top100	GSM1900722	GSM1900723	-0.0815045708538268	-0.125234200571793	-0.0437296297179658	Disease-context minus control/adjacent module score in complete paired patients.
ST49	ST49	MAGMA_top100	GSM1900700	GSM1900701	-0.725793314421891	-0.655425177190766	0.0703681372311247	Disease-context minus control/adjacent module score in complete paired patients.
ST50	ST50	MAGMA_top100	GSM1900724	GSM1900725	-0.0658758003771372	-0.0623022572060422	0.003573543171095	Disease-context minus control/adjacent module score in complete paired patients.
ST52	ST52	MAGMA_top100	GSM1900726	GSM1900727	0.198236694744929	0.957935527270109	0.759698832525179	Disease-context minus control/adjacent module score in complete paired patients.
ST53	ST53	MAGMA_top100	GSM1900728	GSM1900729	0.92008329209037	0.304054963353828	-0.616028328736542	Disease-context minus control/adjacent module score in complete paired patients.
ST54	ST54	MAGMA_top100	GSM1900730	GSM1900731	0.731832819481527	0.942640461942668	0.210807642461141	Disease-context minus control/adjacent module score in complete paired patients.
ST56	ST56	MAGMA_top100	GSM1900733	GSM1900734	0.915226099071733	1.08055088505771	0.165324785985982	Disease-context minus control/adjacent module score in complete paired patients.
ST18	ST18	MAGMA_Bonferroni	GSM1900675	GSM1900676	0.756440767300791	0.912834828981469	0.156394061680678	Disease-context minus control/adjacent module score in complete paired patients.
ST19	ST19	MAGMA_Bonferroni	GSM1900677	GSM1900678	-0.0211941334066849	0.431189401178346	0.452383534585031	Disease-context minus control/adjacent module score in complete paired patients.
ST20	ST20	MAGMA_Bonferroni	GSM1900679	GSM1900680	-0.145613685507481	0.0261926371883429	0.171806322695824	Disease-context minus control/adjacent module score in complete paired patients.
ST22	ST22	MAGMA_Bonferroni	GSM1900682	GSM1900683	-0.249497330204991	0.138119763920156	0.387617094125147	Disease-context minus control/adjacent module score in complete paired patients.
ST27	ST27	MAGMA_Bonferroni	GSM1900703	GSM1900704	-0.245777818072272	-0.0660926615347257	0.179685156537546	Disease-context minus control/adjacent module score in complete paired patients.
ST29	ST29	MAGMA_Bonferroni	GSM1900705	GSM1900706	0.123933749584253	0.428803967685088	0.304870218100835	Disease-context minus control/adjacent module score in complete paired patients.
ST31	ST31	MAGMA_Bonferroni	GSM1900707	GSM1900708	0.617042739280744	0.101076487153217	-0.515966252127527	Disease-context minus control/adjacent module score in complete paired patients.
ST33	ST33	MAGMA_Bonferroni	GSM1900686	GSM1900687	-0.674017069506693	0.0462218433700175	0.72023891287671	Disease-context minus control/adjacent module score in complete paired patients.
ST34	ST34	MAGMA_Bonferroni	GSM1900688	GSM1900689	-0.731597402659987	-0.630395857432026	0.101201545227961	Disease-context minus control/adjacent module score in complete paired patients.
ST35	ST35	MAGMA_Bonferroni	GSM1900710	GSM1900711	0.279159835035711	-0.352658372442918	-0.631818207478629	Disease-context minus control/adjacent module score in complete paired patients.
ST38	ST38	MAGMA_Bonferroni	GSM1900690	GSM1900691	-0.767510545759229	-0.55484269618968	0.212667849569549	Disease-context minus control/adjacent module score in complete paired patients.
ST40	ST40	MAGMA_Bonferroni	GSM1900714	GSM1900715	-0.343186102163964	1.12949854315299	1.47268464531695	Disease-context minus control/adjacent module score in complete paired patients.
ST41	ST41	MAGMA_Bonferroni	GSM1900692	GSM1900693	-0.584516081659403	-0.471328606014579	0.113187475644824	Disease-context minus control/adjacent module score in complete paired patients.
ST42	ST42	MAGMA_Bonferroni	GSM1900694	GSM1900695	-0.891560190339775	-0.84173341306621	0.0498267772735652	Disease-context minus control/adjacent module score in complete paired patients.
ST43	ST43	MAGMA_Bonferroni	GSM1900716	GSM1900717	-0.447423922882086	0.0608144700321837	0.508238392914269	Disease-context minus control/adjacent module score in complete paired patients.
ST44	ST44	MAGMA_Bonferroni	GSM1900718	GSM1900719	0.527597227772164	1.08871712312001	0.561119895347847	Disease-context minus control/adjacent module score in complete paired patients.
ST45	ST45	MAGMA_Bonferroni	GSM1900720	GSM1900721	0.313851839817824	0.15551942136874	-0.158332418449084	Disease-context minus control/adjacent module score in complete paired patients.
ST46	ST46	MAGMA_Bonferroni	GSM1900696	GSM1900697	-0.678153559762867	-0.890275420187293	-0.212121860424426	Disease-context minus control/adjacent module score in complete paired patients.
ST47	ST47	MAGMA_Bonferroni	GSM1900698	GSM1900699	-0.789301077111793	-0.679777983544776	0.109523093567017	Disease-context minus control/adjacent module score in complete paired patients.
ST48	ST48	MAGMA_Bonferroni	GSM1900722	GSM1900723	-0.0765921097422474	-0.141318649387764	-0.0647265396455163	Disease-context minus control/adjacent module score in complete paired patients.
ST49	ST49	MAGMA_Bonferroni	GSM1900700	GSM1900701	-0.736031953014462	-0.651546071585452	0.0844858814290106	Disease-context minus control/adjacent module score in complete paired patients.
ST50	ST50	MAGMA_Bonferroni	GSM1900724	GSM1900725	-0.0805877765652075	-0.0605712629114126	0.0200165136537949	Disease-context minus control/adjacent module score in complete paired patients.
ST52	ST52	MAGMA_Bonferroni	GSM1900726	GSM1900727	0.144419887847066	0.910007227523988	0.765587339676922	Disease-context minus control/adjacent module score in complete paired patients.
ST53	ST53	MAGMA_Bonferroni	GSM1900728	GSM1900729	0.956857939494453	0.286660651776047	-0.670197287718406	Disease-context minus control/adjacent module score in complete paired patients.
ST54	ST54	MAGMA_Bonferroni	GSM1900730	GSM1900731	0.738890281250748	0.971115901352608	0.23222562010186	Disease-context minus control/adjacent module score in complete paired patients.
ST56	ST56	MAGMA_Bonferroni	GSM1900733	GSM1900734	0.918459970587126	1.09784682083419	0.179386850247064	Disease-context minus control/adjacent module score in complete paired patients.
ST18	ST18	MAGMA_FDR05	GSM1900675	GSM1900676	0.956980943043475	1.04877118973128	0.0917902466878052	Disease-context minus control/adjacent module score in complete paired patients.
ST19	ST19	MAGMA_FDR05	GSM1900677	GSM1900678	0.0803832999741255	0.450388930291063	0.370005630316937	Disease-context minus control/adjacent module score in complete paired patients.
ST20	ST20	MAGMA_FDR05	GSM1900679	GSM1900680	-0.175223626094579	0.174903538167428	0.350127164262007	Disease-context minus control/adjacent module score in complete paired patients.
ST22	ST22	MAGMA_FDR05	GSM1900682	GSM1900683	-0.212010047710913	0.294567945949103	0.506577993660016	Disease-context minus control/adjacent module score in complete paired patients.
ST27	ST27	MAGMA_FDR05	GSM1900703	GSM1900704	-0.116754822064501	0.0112773162938773	0.128032138358378	Disease-context minus control/adjacent module score in complete paired patients.
ST29	ST29	MAGMA_FDR05	GSM1900705	GSM1900706	0.232854502074058	0.425233309758865	0.192378807684807	Disease-context minus control/adjacent module score in complete paired patients.
ST31	ST31	MAGMA_FDR05	GSM1900707	GSM1900708	0.246677467197752	0.0527143720795347	-0.193963095118217	Disease-context minus control/adjacent module score in complete paired patients.
ST33	ST33	MAGMA_FDR05	GSM1900686	GSM1900687	-0.581567353136683	-0.0343264388314361	0.547240914305247	Disease-context minus control/adjacent module score in complete paired patients.
ST34	ST34	MAGMA_FDR05	GSM1900688	GSM1900689	-0.813832801954136	-0.636503717546995	0.17732908440714	Disease-context minus control/adjacent module score in complete paired patients.
ST35	ST35	MAGMA_FDR05	GSM1900710	GSM1900711	0.375227258310543	-0.183070029037721	-0.558297287348264	Disease-context minus control/adjacent module score in complete paired patients.
ST38	ST38	MAGMA_FDR05	GSM1900690	GSM1900691	-0.770205230132772	-0.672727006945293	0.0974782231874793	Disease-context minus control/adjacent module score in complete paired patients.
ST40	ST40	MAGMA_FDR05	GSM1900714	GSM1900715	-0.40772174438548	0.879715112235172	1.28743685662065	Disease-context minus control/adjacent module score in complete paired patients.
ST41	ST41	MAGMA_FDR05	GSM1900692	GSM1900693	-0.716454334286819	-0.559475119919646	0.156979214367173	Disease-context minus control/adjacent module score in complete paired patients.
ST42	ST42	MAGMA_FDR05	GSM1900694	GSM1900695	-0.958749125031501	-0.921013577473418	0.0377355475580827	Disease-context minus control/adjacent module score in complete paired patients.
ST43	ST43	MAGMA_FDR05	GSM1900716	GSM1900717	-0.432837683568074	0.0755020828979385	0.508339766466013	Disease-context minus control/adjacent module score in complete paired patients.
ST44	ST44	MAGMA_FDR05	GSM1900718	GSM1900719	0.586172144413042	1.05570495822974	0.4695328138167	Disease-context minus control/adjacent module score in complete paired patients.
ST45	ST45	MAGMA_FDR05	GSM1900720	GSM1900721	0.419098097782818	0.0723652407168086	-0.346732857066009	Disease-context minus control/adjacent module score in complete paired patients.
ST46	ST46	MAGMA_FDR05	GSM1900696	GSM1900697	-0.879778617721593	-0.926980836274291	-0.0472022185526978	Disease-context minus control/adjacent module score in complete paired patients.
ST47	ST47	MAGMA_FDR05	GSM1900698	GSM1900699	-0.805445260749994	-0.779058883785735	0.0263863769642593	Disease-context minus control/adjacent module score in complete paired patients.
ST48	ST48	MAGMA_FDR05	GSM1900722	GSM1900723	0.00258318093039036	-0.122537519782127	-0.125120700712517	Disease-context minus control/adjacent module score in complete paired patients.
ST49	ST49	MAGMA_FDR05	GSM1900700	GSM1900701	-0.745234933520169	-0.732293344814514	0.012941588705655	Disease-context minus control/adjacent module score in complete paired patients.
ST50	ST50	MAGMA_FDR05	GSM1900724	GSM1900725	-0.141051069342271	-0.119575628337854	0.0214754410044169	Disease-context minus control/adjacent module score in complete paired patients.
ST52	ST52	MAGMA_FDR05	GSM1900726	GSM1900727	0.0848611009474627	0.962325602697026	0.877464501749563	Disease-context minus control/adjacent module score in complete paired patients.
ST53	ST53	MAGMA_FDR05	GSM1900728	GSM1900729	0.810202033907372	0.258365914775351	-0.551836119132021	Disease-context minus control/adjacent module score in complete paired patients.
ST54	ST54	MAGMA_FDR05	GSM1900730	GSM1900731	0.769431419135374	1.16416461023494	0.394733191099568	Disease-context minus control/adjacent module score in complete paired patients.
ST56	ST56	MAGMA_FDR05	GSM1900733	GSM1900734	1.07772190568157	1.12217667026689	0.0444547645853164	Disease-context minus control/adjacent module score in complete paired patients.
ST18	ST18	MAGMA_suggestive_p1e4	GSM1900675	GSM1900676	0.90092133608823	0.983900206097061	0.0829788700088306	Disease-context minus control/adjacent module score in complete paired patients.
ST19	ST19	MAGMA_suggestive_p1e4	GSM1900677	GSM1900678	0.0628741444267621	0.390450710719915	0.327576566293153	Disease-context minus control/adjacent module score in complete paired patients.
ST20	ST20	MAGMA_suggestive_p1e4	GSM1900679	GSM1900680	-0.169710641342568	0.170906424020684	0.340617065363252	Disease-context minus control/adjacent module score in complete paired patients.
ST22	ST22	MAGMA_suggestive_p1e4	GSM1900682	GSM1900683	-0.242166582213889	0.205906017583572	0.448072599797461	Disease-context minus control/adjacent module score in complete paired patients.
ST27	ST27	MAGMA_suggestive_p1e4	GSM1900703	GSM1900704	-0.132578182376156	0.027237505753982	0.159815688130138	Disease-context minus control/adjacent module score in complete paired patients.
ST29	ST29	MAGMA_suggestive_p1e4	GSM1900705	GSM1900706	0.275145160506	0.492812505475632	0.217667344969632	Disease-context minus control/adjacent module score in complete paired patients.
ST31	ST31	MAGMA_suggestive_p1e4	GSM1900707	GSM1900708	0.386351597231184	0.112823678087033	-0.273527919144151	Disease-context minus control/adjacent module score in complete paired patients.
ST33	ST33	MAGMA_suggestive_p1e4	GSM1900686	GSM1900687	-0.575367581376043	0.00837150032637502	0.583739081702418	Disease-context minus control/adjacent module score in complete paired patients.
ST34	ST34	MAGMA_suggestive_p1e4	GSM1900688	GSM1900689	-0.772735540324958	-0.610624641870018	0.16211089845494	Disease-context minus control/adjacent module score in complete paired patients.
ST35	ST35	MAGMA_suggestive_p1e4	GSM1900710	GSM1900711	0.395744030901284	-0.204180529518242	-0.599924560419526	Disease-context minus control/adjacent module score in complete paired patients.
ST38	ST38	MAGMA_suggestive_p1e4	GSM1900690	GSM1900691	-0.777227065340452	-0.637559018604364	0.139668046736088	Disease-context minus control/adjacent module score in complete paired patients.
ST40	ST40	MAGMA_suggestive_p1e4	GSM1900714	GSM1900715	-0.42982223260936	0.953311408384437	1.3831336409938	Disease-context minus control/adjacent module score in complete paired patients.
ST41	ST41	MAGMA_suggestive_p1e4	GSM1900692	GSM1900693	-0.673245208496418	-0.507765063421093	0.165480145075325	Disease-context minus control/adjacent module score in complete paired patients.
ST42	ST42	MAGMA_suggestive_p1e4	GSM1900694	GSM1900695	-0.91782733066672	-0.897181126758035	0.0206462039086848	Disease-context minus control/adjacent module score in complete paired patients.
ST43	ST43	MAGMA_suggestive_p1e4	GSM1900716	GSM1900717	-0.45409621107391	0.0579547954392924	0.512051006513202	Disease-context minus control/adjacent module score in complete paired patients.
ST44	ST44	MAGMA_suggestive_p1e4	GSM1900718	GSM1900719	0.584691351885522	1.07948593826949	0.494794586383968	Disease-context minus control/adjacent module score in complete paired patients.
ST45	ST45	MAGMA_suggestive_p1e4	GSM1900720	GSM1900721	0.427395544444764	0.0761293561610382	-0.351266188283726	Disease-context minus control/adjacent module score in complete paired patients.
ST46	ST46	MAGMA_suggestive_p1e4	GSM1900696	GSM1900697	-0.817157198701718	-0.907933801854649	-0.090776603152931	Disease-context minus control/adjacent module score in complete paired patients.
ST47	ST47	MAGMA_suggestive_p1e4	GSM1900698	GSM1900699	-0.79482022109078	-0.759594575466566	0.0352256456242136	Disease-context minus control/adjacent module score in complete paired patients.
ST48	ST48	MAGMA_suggestive_p1e4	GSM1900722	GSM1900723	0.0155320825786233	-0.172581264844432	-0.188113347423055	Disease-context minus control/adjacent module score in complete paired patients.
ST49	ST49	MAGMA_suggestive_p1e4	GSM1900700	GSM1900701	-0.748909325390205	-0.69001897432673	0.0588903510634752	Disease-context minus control/adjacent module score in complete paired patients.
ST50	ST50	MAGMA_suggestive_p1e4	GSM1900724	GSM1900725	-0.120734404922951	-0.125270689057924	-0.00453628413497276	Disease-context minus control/adjacent module score in complete paired patients.
ST52	ST52	MAGMA_suggestive_p1e4	GSM1900726	GSM1900727	0.00895162823373814	0.934710543424898	0.925758915191159	Disease-context minus control/adjacent module score in complete paired patients.
ST53	ST53	MAGMA_suggestive_p1e4	GSM1900728	GSM1900729	0.813722026536318	0.213503513604273	-0.600218512932045	Disease-context minus control/adjacent module score in complete paired patients.
ST54	ST54	MAGMA_suggestive_p1e4	GSM1900730	GSM1900731	0.715260029084163	1.13517571696673	0.419915687882563	Disease-context minus control/adjacent module score in complete paired patients.
ST56	ST56	MAGMA_suggestive_p1e4	GSM1900733	GSM1900734	0.972537794607853	1.11172055194034	0.139182757332485	Disease-context minus control/adjacent module score in complete paired patients.
