section_id	sample_id	module_name	module_role	n_spots	n_genes_detected	mean_raw_score	median_raw_score	sd_raw_score	mean_residualized_score	median_residualized_score	score_status	notes
GSM6250308	GSM6250308	LoopTAL_signature	spatial_context_signature	817	7	-6.92360625515933e-17	-0.117970812127727	0.40614435808461	8.96875393210041e-18	-0.123307822444762	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	MAGMA_top100	primary_MAGMA_module	817	87	5.15533488331908e-18	0.0151606544572451	0.149578747216608	3.80492591058805e-18	-0.00742114685250844	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	MAGMA_top50	primary_MAGMA_module	817	42	-5.38804686981487e-17	-0.000614691295061457	0.189901196380976	-9.35306843534619e-18	-0.010320603975248	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	R1_MAGMA_Bonferroni_only	primary_MAGMA_module	817	66	5.24663611889681e-18	0.00870849063404931	0.163555378921971	-6.08108694638626e-18	-0.0121808643984785	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	primary_MAGMA_module	817	80	2.89616012390742e-18	0.0082708772440245	0.155032138389922	3.63187821990003e-18	-0.0107650597675108	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	secondary_TWAS_proxy_module	817	1	5.1774170426216e-17	-0.355770854651841	1	-6.86585291544505e-17	-0.324858535074629	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	R2_R3_MAGMA_plus_TWAS_proxy	secondary_TWAS_proxy_module	817	14	-3.92382984529393e-17	-0.0105844913620219	0.284364619024087	6.79451055462153e-20	-0.0256299885867231	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	secondary_TWAS_proxy_module	817	13	-3.49577568035277e-17	-0.00946523756627391	0.294536745488458	3.24098153455447e-17	-0.0308748055004948	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	collecting_duct	spatial_context_signature	817	6	4.1038843749914e-16	-0.0559262978455764	0.556866988315568	-5.67341631310897e-18	-0.0643258240336464	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	endothelial	spatial_context_signature	817	6	-3.69961099699142e-17	-0.0694827437370491	0.51080934065369	2.36958555592426e-17	-0.0654843666677029	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	epithelial_general	spatial_context_signature	817	5	-1.66071639304514e-16	0.00237028561231913	0.63241617007998	-3.46520038285698e-17	-0.0192398759958845	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	fibroblast_stromal	spatial_context_signature	817	6	-9.12095096852393e-16	0.0362283820394078	0.647182323372488	-7.60985182117611e-18	0.0330359272905336	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	immune_myeloid	spatial_context_signature	817	7	1.07570691100768e-15	0.0292474770613119	0.579199438987836	3.51276195673933e-17	0.00184807373884839	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	injury_epithelial	injury_or_remodeling_signature	817	7	2.18647349647721e-16	0.0247236353096149	0.432910288978857	2.50037988410072e-17	0.00228281003114282	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	mineralization_remodeling	injury_or_remodeling_signature	817	7	-7.50793416285678e-17	-0.045329394076866	0.407559535511559	1.08712168873944e-18	-0.0618274291150449	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250308	GSM6250308	proximal_tubule	spatial_context_signature	817	4	-7.35166042010049e-17	-0.298639668805726	0.519963768431634	1.50838134312598e-17	-0.243877842762497	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	Curated_exemplar_panel	curated_exemplar_context	939	6	-9.70706180210068e-17	-0.0512647339525804	0.409049314908236	6.85760760684335e-18	-0.0708085220966268	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	ECM_fibrosis	injury_or_remodeling_signature	939	7	-3.74995857345768e-16	-0.0312300351297838	0.434019002267794	-4.56533402964205e-17	-0.0374851857102736	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	LoopTAL_signature	spatial_context_signature	939	7	2.90088625230865e-16	-0.105171485088206	0.463262655593831	-6.26643453728789e-18	-0.0992859514808625	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	MAGMA_top100	primary_MAGMA_module	939	88	-6.07430328968237e-17	-0.000100918146406474	0.123469153018908	-1.00499421824428e-18	-0.00863521939618964	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	MAGMA_top50	primary_MAGMA_module	939	44	-6.38466915119898e-17	-0.0149341796430294	0.173218525782856	8.39465758768755e-18	-0.0176772283127507	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	R1_MAGMA_Bonferroni_only	primary_MAGMA_module	939	67	-6.15706751942013e-17	-0.00843289065334378	0.136857708605248	5.46835089338802e-18	-0.0148986815727793	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	primary_MAGMA_module	939	81	-6.72459366619337e-17	-0.000892161455476231	0.129622378874986	-9.45876911288738e-18	-0.00955728884868233	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	secondary_TWAS_proxy_module	939	1	3.90588047055293e-16	-0.246349997214334	0.999999999999993	-2.4873606901546e-17	-0.239629041848949	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	R2_R3_MAGMA_plus_TWAS_proxy	secondary_TWAS_proxy_module	939	14	-1.25978981122269e-16	-0.03489262217216	0.282080951628866	-1.85037170770859e-17	-0.0327433337149707	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	secondary_TWAS_proxy_module	939	13	-1.0525836503435e-16	-0.0373760628687567	0.291460510035865	-1.65528459475529e-18	-0.0373445316667049	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	collecting_duct	spatial_context_signature	939	6	-5.21828468496606e-16	-0.0438694549852142	0.537977700584903	1.45425111205939e-17	-0.0378677218176879	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	endothelial	spatial_context_signature	939	6	3.19233457559949e-17	-0.0684720896874668	0.47118793033815	2.57751458326181e-17	-0.0584651426816326	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	epithelial_general	spatial_context_signature	939	5	-1.51919655414362e-15	0.0200705574239617	0.558257166651351	-6.38097431951426e-18	0.0179569300011463	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	fibroblast_stromal	spatial_context_signature	939	6	-4.46394784821329e-16	-0.0220040431687781	0.487597059395567	3.56772947476721e-17	-0.0297347440075687	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	immune_myeloid	spatial_context_signature	939	7	-2.79890889781033e-16	-0.0463429648121769	0.45987941680844	-1.0286411410265e-17	-0.0475318091988272	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	injury_epithelial	injury_or_remodeling_signature	939	6	-1.58209736874433e-15	-0.007299992548886	0.457745612593823	-1.89766555327303e-17	-0.01142459695877	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	mineralization_remodeling	injury_or_remodeling_signature	939	7	-9.24594680784742e-16	-0.0906364439812798	0.388969429538617	1.30058075302202e-18	-0.0892402691244165	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250309	GSM6250309	proximal_tubule	spatial_context_signature	939	5	9.39669594058406e-17	-0.245453474728514	0.463125271298106	2.40903025843851e-17	-0.198929956766446	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	Curated_exemplar_panel	curated_exemplar_context	1085	6	-1.63975336125513e-16	-0.0522599946326212	0.417757495408166	3.33706436779612e-17	-0.0672892978852527	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	ECM_fibrosis	injury_or_remodeling_signature	1085	7	-3.49528393939305e-16	-0.00176359350797048	0.434157945217368	7.77667740751262e-18	-0.0246102554047359	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	LoopTAL_signature	spatial_context_signature	1085	7	-2.02347099649424e-16	-0.0925882290676601	0.416658490861075	-5.93483275836489e-18	-0.0844014805592352	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	MAGMA_top100	primary_MAGMA_module	1085	83	-1.3460814644188e-16	-0.00369656350585471	0.136499762808519	6.75343038020833e-18	-0.0143515658672161	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	MAGMA_top50	primary_MAGMA_module	1085	40	-2.23681800168718e-16	-0.0142373333573341	0.183291759786534	-6.13948216382575e-19	-0.0181551019892378	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	R1_MAGMA_Bonferroni_only	primary_MAGMA_module	1085	63	-1.49956851851444e-16	-0.00802904181845158	0.149018602359731	-4.65577397423453e-18	-0.0129678773907977	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	R1_R2_R3_all_MAGMA_Bonferroni	primary_MAGMA_module	1085	76	-1.45198753174479e-16	-0.000565661085971077	0.141617326733992	-2.91625402781723e-18	-0.0137965199158387	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	secondary_TWAS_proxy_module	1085	1	1.70984578262547e-16	-0.263926121454432	1	2.0810286417801e-17	-0.266490236196143	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	R2_R3_MAGMA_plus_TWAS_proxy	secondary_TWAS_proxy_module	1085	13	-1.55994009312539e-16	-0.0337285832871329	0.289699540631958	-2.84462673590593e-17	-0.0335832112374244	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	secondary_TWAS_proxy_module	1085	12	-1.38036023983349e-16	-0.0291924350429329	0.299529171912518	-1.78044982750947e-17	-0.0353787465331104	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	collecting_duct	spatial_context_signature	1085	6	2.55607107420612e-16	-0.0519502866958697	0.483213367669875	-5.11623513652146e-19	-0.0381121831469876	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	endothelial	spatial_context_signature	1085	6	-6.95807978566918e-17	-0.0220684949464495	0.458192244088947	2.7423020331755e-17	-0.0390849282129318	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	epithelial_general	spatial_context_signature	1085	5	6.40347989687026e-16	0.0172605231980471	0.532072404822856	2.91625402781723e-17	-0.0022862593200993	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	fibroblast_stromal	spatial_context_signature	1085	6	-4.18508034167455e-16	0.0389843836343215	0.493152181687687	1.28737266622721e-17	0.0155405472113039	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	immune_myeloid	spatial_context_signature	1085	7	-6.20087698546401e-17	-0.0526987370670196	0.437995290042571	-1.6806832423473e-17	-0.0610299895089714	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	injury_epithelial	injury_or_remodeling_signature	1085	6	4.15694104842369e-17	0.0377020775495264	0.455644486176405	-2.29463145872987e-17	0.0169304449626567	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	mineralization_remodeling	injury_or_remodeling_signature	1085	7	-4.58357110587037e-16	-0.0597293846556379	0.395703301221661	4.02903517001065e-17	-0.0524932879113376	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM6250310	GSM6250310	proximal_tubule	spatial_context_signature	1085	4	-9.74642793507338e-17	-0.206288723875527	0.501408280541162	1.95695993971946e-18	-0.178000394704894	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	Curated_exemplar_panel	curated_exemplar_context	2468	6	-2.31221488921123e-17	-0.077697801135689	0.439858784003479	2.06929737166763e-17	-0.0760007457506097	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	ECM_fibrosis	injury_or_remodeling_signature	2468	7	-1.65408835556998e-16	-0.0300022843553026	0.481657064012356	2.36619655977647e-17	-0.0356663969228659	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	LoopTAL_signature	spatial_context_signature	2468	7	-4.06571948807219e-16	-0.149313931692793	0.548277200854048	5.5781059584084e-18	-0.130231972635386	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	MAGMA_top100	primary_MAGMA_module	2468	86	1.43861152056372e-16	-0.00320588549408581	0.127347210616878	2.96899188108834e-18	-0.00797032332452793	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	MAGMA_top50	primary_MAGMA_module	2468	42	1.44558415301173e-16	-0.00868752121413735	0.171788521940187	-1.84437374431246e-18	-0.0112751270284596	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	R1_MAGMA_Bonferroni_only	primary_MAGMA_module	2468	66	1.02137819181986e-16	-0.00363469479737355	0.143432895288814	-4.58844199804562e-18	-0.0105402799680517	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	R1_R2_R3_all_MAGMA_Bonferroni	primary_MAGMA_module	2468	79	1.39486387504313e-16	-0.000622096598690094	0.13295740360959	8.2322047611995e-18	-0.00659086408971857	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	R2_MAGMA_Bonferroni_plus_multi_snp_TWAS_proxy	secondary_TWAS_proxy_module	2468	1	8.98749830185819e-16	-0.297867384689044	1.00000000000004	5.33068996831771e-17	-0.300066234853804	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	R2_R3_MAGMA_plus_TWAS_proxy	secondary_TWAS_proxy_module	2468	13	3.66805451490824e-16	-0.0246688961186304	0.285327665056982	6.74770882065533e-18	-0.0402027769077432	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	secondary_TWAS_proxy_module	2468	12	3.97215125909244e-16	-0.0291450517720151	0.297549347068288	8.32217421214157e-18	-0.0395681106544699	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	collecting_duct	spatial_context_signature	2468	6	3.27217909035443e-15	-0.00502708568935651	0.493657900054277	-7.24394657350769e-18	-0.0128523383635811	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	endothelial	spatial_context_signature	2468	6	4.64422305762971e-16	-0.11640109698035	0.504622806213993	-4.76838089992977e-18	-0.0998989351049465	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	epithelial_general	spatial_context_signature	2468	5	1.96382787125545e-15	0.0311885226767109	0.59906714711145	2.49215379109537e-17	0.0364279921262778	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	fibroblast_stromal	spatial_context_signature	2468	6	8.8386550914559e-17	0.0517472820934746	0.607985769413661	-4.11610238059975e-18	0.0198488600573209	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	immune_myeloid	spatial_context_signature	2468	7	-1.52768127699637e-16	-0.161012622001556	0.50977661694109	-1.24157842300058e-17	-0.166515851735785	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	injury_epithelial	injury_or_remodeling_signature	2468	7	4.38454872984815e-16	0.00741596429005938	0.406703237941653	-1.13417739093848e-17	-0.0194261547293903	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	mineralization_remodeling	injury_or_remodeling_signature	2468	7	-1.12225362714332e-15	-0.0698039703451638	0.380465374387479	-1.39975420672227e-17	-0.0708760376339605	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
GSM7166170	GSM7166170	proximal_tubule	spatial_context_signature	2468	6	-9.29609351858949e-17	-0.213531074309059	0.423635416986434	7.43147664781507e-17	-0.18323071231897	score_and_adjustment_ready	Section-level descriptive summary; section, not spot, is the biological unit.
