section_id	module_name	context_signature	n_spots	spearman_r_raw	spearman_p_raw	spearman_r_residualized	spearman_p_residualized	direction_consistent	adjustment_effect	interpretation	notes
GSM6250307	R1_R2_R3_all_MAGMA_Bonferroni	fibroblast_stromal	2438	0.0278641119269619	0.169012782598156	-0.0156742871658725	0.439175709021566	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	LoopTAL_signature	2438	0.178728058971438	5.99878494200436e-19	0.136226849902234	1.43416517102148e-11	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	injury_epithelial	2438	0.11754737394902	5.84104526231959e-09	-0.0189441821499448	0.349791302004582	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	ECM_fibrosis	2438	0.0101309371778756	0.617087371849483	-0.0454951651566098	0.0246793399137515	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	mineralization_remodeling	2438	0.170348831747434	2.47896449092762e-17	0.0712884370055629	0.000427299175273099	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	epithelial_general	2438	0.141732823505568	2.06323089180232e-12	0.00438991058386026	0.828483781844373	TRUE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	immune_myeloid	2438	-0.0095704278678372	0.636699145596963	-0.0429315442030629	0.0340328125936246	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	endothelial	2438	0.0101953338031537	0.614851215735259	-0.018088813736995	0.371980242622299	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top50	fibroblast_stromal	2438	-0.0279838877064897	0.167187555854183	-0.0732899055999285	0.000292576381220953	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	LoopTAL_signature	2438	0.146633857308687	3.44230662114892e-13	0.0941564008037907	3.2078627263962e-06	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	injury_epithelial	2438	0.124362605435307	7.2139071781105e-10	-0.0422715292210587	0.036882165846541	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	ECM_fibrosis	2438	0.0714677303656236	0.000413202129982315	0.0084076748153713	0.678191177182744	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	mineralization_remodeling	2438	0.128959658538734	1.6484447258872e-10	0.0113800907120962	0.574364999154205	TRUE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	epithelial_general	2438	0.108512737146874	7.82772890756371e-08	-0.0629362499445637	0.00187699001955458	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	immune_myeloid	2438	0.0958148963935391	2.14301556597053e-06	0.0743159319917276	0.000240068032194256	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	endothelial	2438	0.0264917917190267	0.191002155795446	-0.0100713692147843	0.619159018606873	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250307	MAGMA_top100	fibroblast_stromal	2438	0.034832926243793	0.0855135294087845	-0.0126960630101106	0.530930688975213	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	LoopTAL_signature	817	0.18638376197286	8.03319542369012e-08	0.151180416473539	1.42760822259957e-05	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	injury_epithelial	817	0.157028718823888	6.49752226606961e-06	-0.0145860226761218	0.677191080000218	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	ECM_fibrosis	817	0.135186238534981	0.000106211039751799	-0.0292124900164613	0.404345037189492	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	mineralization_remodeling	817	0.0945558928723027	0.00683794862504447	0.0303063663510252	0.386969788239062	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	epithelial_general	817	0.190317746712185	4.2115830962193e-08	-0.0145707734093629	0.677509580762686	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	immune_myeloid	817	0.136352421923166	9.24120950924286e-05	-0.0249360278956399	0.476606484739616	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	endothelial	817	0.046320482656899	0.185944795131498	-0.0220623222789279	0.528875720020985	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_MAGMA_Bonferroni_only	fibroblast_stromal	817	0.144344779163228	3.4545391139885e-05	-0.0406133523547949	0.246227530934987	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	LoopTAL_signature	817	0.156110449991573	7.36638012096418e-06	0.120129234565146	0.000579804183377799	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	injury_epithelial	817	0.171149278353991	8.61655609650429e-07	-0.0193509674416492	0.580730729131758	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	ECM_fibrosis	817	0.135334028701504	0.000104360668479684	-0.037639415266096	0.282558791861698	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	mineralization_remodeling	817	0.088694198646916	0.0112035965053758	0.0183521294665829	0.600415025738256	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	epithelial_general	817	0.22899581690651	3.5049667217462e-11	0.0158023772484637	0.651975637347074	TRUE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	immune_myeloid	817	0.121407023209513	0.00050561927843778	-0.0402960223750973	0.249940636208623	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	endothelial	817	0.0451097999092862	0.197723489896111	-0.0168637086111135	0.630292510508844	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	R1_R2_R3_all_MAGMA_Bonferroni	fibroblast_stromal	817	0.165547493635528	1.9600716352e-06	-0.0265868875493984	0.447906829785572	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	LoopTAL_signature	817	0.100532880067645	0.00402184507114571	0.0375498120709411	0.283706993021432	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	injury_epithelial	817	0.207641298478773	2.08060325594735e-09	0.063021082628405	0.071801152671646	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	ECM_fibrosis	817	0.08551472740748	0.0144842820388495	-0.0972054717449791	0.00542287556679611	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	mineralization_remodeling	817	0.0877158999388693	0.0121348168903132	0.0260991310602523	0.456282768485666	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	epithelial_general	817	0.270622257648294	3.52559873085869e-15	0.111052224051645	0.00147678198446226	TRUE	attenuated_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	immune_myeloid	817	0.0258810733275906	0.460055586491984	-0.139630626231274	6.21186904884107e-05	FALSE	lost_after_complexity_adjustment	negative_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	endothelial	817	-0.00843638849110431	0.809730154466562	-0.0762633434384848	0.0292805340026523	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top50	fibroblast_stromal	817	0.0990134054417537	0.00461492408557429	-0.0783338769964657	0.0251528568494947	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	LoopTAL_signature	817	0.158046952132777	5.64866074567503e-06	0.120363760806295	0.000565472056692926	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	injury_epithelial	817	0.16415569292911	2.39410336594004e-06	-0.0254118578298317	0.468232702955411	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	ECM_fibrosis	817	0.137132284832507	8.41471122966153e-05	-0.0458122080744626	0.190825137014535	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	mineralization_remodeling	817	0.0841358205004523	0.0161522889023323	0.0168170146081374	0.631239997106552	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	epithelial_general	817	0.23318733836075	1.49604633777551e-11	0.0176295386702921	0.614840237805594	TRUE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	immune_myeloid	817	0.11139361641269	0.00142744968614588	-0.0529692852921724	0.130336487123174	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	endothelial	817	0.0362403455015347	0.300846705542316	-0.0260812412278208	0.456591641613194	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250308	MAGMA_top100	fibroblast_stromal	817	0.168739151860346	1.23123036681032e-06	-0.0279843629221626	0.424397839347571	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	LoopTAL_signature	939	0.207173886569285	1.45844389606151e-10	0.138901166018959	1.9423622498282e-05	TRUE	attenuated_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	injury_epithelial	939	0.135080622047042	3.28397676088658e-05	-0.00857928136104585	0.792897068468056	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	ECM_fibrosis	939	0.0134196138986905	0.681300297299836	-0.0377311467464333	0.248061438280661	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	mineralization_remodeling	939	0.0716046667795384	0.0282293989792952	-0.036912923172672	0.25847408344151	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	epithelial_general	939	0.226793785234375	2.03245147394538e-12	0.0483832572959706	0.138471746161268	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	immune_myeloid	939	0.0637828817533431	0.0507139912039783	0.0511997245001384	0.116914467211951	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	endothelial	939	0.019680524886959	0.546956186122664	0.00426285597175083	0.896207446682814	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_MAGMA_Bonferroni_only	fibroblast_stromal	939	-0.0930256346657964	0.00433105443841372	-0.0796043718790126	0.0146893370689372	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	LoopTAL_signature	939	0.219236245677573	1.10646560016364e-11	0.133587358081264	4.01703532540668e-05	TRUE	attenuated_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	injury_epithelial	939	0.145800535169504	7.26335208785031e-06	-0.0131966868706662	0.686310950472916	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	ECM_fibrosis	939	0.0318190754799453	0.330064886774262	-0.0235219167183978	0.471571719964479	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	mineralization_remodeling	939	0.0857334937444823	0.00857668880864698	-0.0321361863299717	0.325265520494067	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	epithelial_general	939	0.252275957466752	4.24435289148741e-15	0.0552218949340811	0.0907972736353322	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	immune_myeloid	939	0.0878682331552547	0.00705616920272586	0.074645490320328	0.0221657882080853	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	endothelial	939	0.00756538898301198	0.816909654766871	-0.012261294689917	0.707483622459361	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	R1_R2_R3_all_MAGMA_Bonferroni	fibroblast_stromal	939	-0.0929755220408423	0.00435213838085589	-0.0773404987260595	0.0177713756780737	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	LoopTAL_signature	939	0.179381084209098	3.12256067061774e-08	0.129007477252927	7.35494269371864e-05	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	injury_epithelial	939	0.083398120117065	0.0105692064564126	-0.0432641892646945	0.18530269732207	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	ECM_fibrosis	939	-0.0225463199627122	0.490158512176429	-0.0621072028980823	0.0571111169383094	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	mineralization_remodeling	939	0.0191743066024274	0.557316789216082	-0.0860251071859402	0.00835305197382604	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	epithelial_general	939	0.255095788218609	2.05120229827135e-15	0.0943837045774169	0.00379373774220003	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	immune_myeloid	939	-0.0036389289412691	0.911330936565641	-0.00324181939482502	0.920973633734198	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	endothelial	939	-0.0605796703825291	0.0635132972898544	-0.076634762232807	0.0188414175993398	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top50	fibroblast_stromal	939	-0.109717309789922	0.000757780058579907	-0.10358349835835	0.00148066982736783	TRUE	retained_after_complexity_adjustment	negative_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	LoopTAL_signature	939	0.19784993064293	9.64307583260026e-10	0.113936831858846	0.000468541389837965	TRUE	attenuated_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	injury_epithelial	939	0.148922200261241	4.58486189625899e-06	-0.00687532167377182	0.833353095069119	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	ECM_fibrosis	939	0.027480692381514	0.400274571930399	-0.0264083749175117	0.418919221929905	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	mineralization_remodeling	939	0.0705967905269378	0.0305317356750062	-0.0453739633788678	0.164752876646993	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	epithelial_general	939	0.252854785467307	3.65850122087527e-15	0.0563904938053839	0.0841582203761948	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	immune_myeloid	939	0.070968249341539	0.0296651144085613	0.0609481989819782	0.0619169222119095	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	endothelial	939	-0.0114427342775289	0.726199612948997	-0.0294807172562371	0.366858449455422	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250309	MAGMA_top100	fibroblast_stromal	939	-0.0827371395450612	0.0112032152292639	-0.0679950848320137	0.037231484448915	TRUE	retained_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	LoopTAL_signature	1085	0.159997951534739	1.1687337338751e-07	0.112377768760757	0.000207966652493261	TRUE	retained_after_complexity_adjustment	positive_codistribution	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	injury_epithelial	1085	0.138969533059631	4.33581676584232e-06	0.00141118051962657	0.962967689268995	TRUE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	ECM_fibrosis	1085	0.122038670962012	5.5702728420626e-05	-0.0614571385166967	0.0429765959754936	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	mineralization_remodeling	1085	0.0843117277924974	0.00545398822948258	0.00160800378276461	0.957807153703471	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	epithelial_general	1085	0.133851828488635	9.6966679799746e-06	-0.0147458485558199	0.627545128147841	FALSE	lost_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
GSM6250310	R1_MAGMA_Bonferroni_only	immune_myeloid	1085	0.136082296490522	6.85202069289119e-06	0.0453978728243631	0.135065172014397	TRUE	attenuated_after_complexity_adjustment	weak_or_inconsistent	Within-section spot-level Spearman P values are descriptive only; section-level consistency determines claim strength.
