module_name	donor_id	sample_id	disease_status	broad_compartment	n_nuclei	n_genes_detected	mean_module_score	median_module_score	sd_module_score	sem_module_score	detection_fraction_mean	low_cell_count_flag	notes	module_label	donor_short	compartment_label
MAGMA_top100	GSM7290912	GSM7290912	healthy_control	Loop_of_Henle_TAL	244	91	0.312030032499336	0.31308151288122	0.0655314588766062	0.00419522176600577	0.207395063952441	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290912	Loop/TAL
MAGMA_top100	GSM7290912	GSM7290912	healthy_control	Pericyte_smooth_muscle	14	91	0.192723339351633	0.192063120703193	0.0537873612844693	0.0143752769760795	0.131868131868132	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290912	Pericyte/SMC
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Collecting_duct_principal	1385	91	0.209263948126023	0.219867553677453	0.0821212849369155	0.00220663676322823	0.165834887134526	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	CD principal
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Endothelial	305	91	0.21504462240518	0.222721421807942	0.0646210501983357	0.00370019057051799	0.188794811745631	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	Endothelial
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Fibroblast_stromal	761	91	0.213333299175114	0.224888361604058	0.0702514644561259	0.00254661359699347	0.174293512007047	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	Fibro/stromal
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Injured_undifferentiated_epithelial	1727	91	0.12634695617587	0.110539822289068	0.0747281590565958	0.00179820050241766	0.067200315607959	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	Injured epi
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Loop_of_Henle_TAL	263	91	0.363084600051379	0.365870766274532	0.0550850041610842	0.0033966868689994	0.243220657669327	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	Loop/TAL
MAGMA_top100	GSM7290913	GSM7290913	stone_disease	Pericyte_smooth_muscle	21	91	0.219105923886107	0.20784385725422	0.0413059742281035	0.00901370255019901	0.160648874934589	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290913	Pericyte/SMC
MAGMA_top100	GSM7290914	GSM7290914	stone_disease	Collecting_duct_principal	10898	91	0.177006553513724	0.184767860510404	0.0823303962322016	0.00078865453278489	0.12402013475605	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290914	CD principal
MAGMA_top100	GSM7290914	GSM7290914	stone_disease	Endothelial	1172	91	0.178382667353238	0.179028359991019	0.0591427594017401	0.00172757844826943	0.106036455012564	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290914	Endothelial
MAGMA_top100	GSM7290914	GSM7290914	stone_disease	Fibroblast_stromal	26	91	0.102336268711775	0.0951984323208951	0.0548182972193095	0.0107507525855072	0.0435333896872358	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290914	Fibro/stromal
MAGMA_top100	GSM7290914	GSM7290914	stone_disease	Injured_undifferentiated_epithelial	13	91	0.145413161267612	0.148600608678589	0.0612371364215384	0.0169841257946492	0.0659340659340659	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290914	Injured epi
MAGMA_top100	GSM7290914	GSM7290914	stone_disease	Loop_of_Henle_TAL	4	91	0.271969177976898	0.249986063893662	0.0840613393060707	0.0420306696530353	0.181318681318681	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top100	D7290914	Loop/TAL
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Collecting_duct_principal	6318	46	0.12929092205724	0.120344070952643	0.0971604813648797	0.00122236201862097	0.0714796922526391	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	CD principal
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Endothelial	271	46	0.192578511894836	0.192081398013175	0.0785455458124696	0.00477130211403452	0.143590566340446	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	Endothelial
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Fibroblast_stromal	902	46	0.196057791853957	0.203978199523315	0.0973507931194943	0.00324142685058759	0.141689964330473	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	Fibro/stromal
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Injured_undifferentiated_epithelial	566	46	0.245811375694078	0.268275535684167	0.11404347891669	0.00479360496466719	0.185435550775849	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	Injured epi
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Loop_of_Henle_TAL	29	46	0.3980713845059	0.417377652066614	0.0775383827875505	0.0143985162134359	0.31784107946027	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	Loop/TAL
MAGMA_top50	GSM7290910	GSM7290910	healthy_control	Pericyte_smooth_muscle	113	46	0.232839790357707	0.23790725866071	0.0832469746570166	0.0078312166289656	0.180454020777222	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290910	Pericyte/SMC
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Collecting_duct_principal	16248	46	0.193898275898926	0.191315126318334	0.114443327097883	0.00089782257243164	0.128512137948751	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	CD principal
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Endothelial	810	46	0.215693025276237	0.218578472580428	0.0853464691562815	0.00299876925319065	0.163660762211487	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	Endothelial
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Fibroblast_stromal	1733	46	0.203303688701577	0.209242565553005	0.0920898886645838	0.00221214029442114	0.138086755814245	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	Fibro/stromal
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Injured_undifferentiated_epithelial	55	46	0.184782778601175	0.169214718458688	0.0957402241855547	0.0129096091956202	0.0984189723320158	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	Injured epi
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Loop_of_Henle_TAL	244	46	0.363367935726546	0.36052988596687	0.091476429324263	0.00585617829904035	0.245545260156807	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	Loop/TAL
MAGMA_top50	GSM7290912	GSM7290912	healthy_control	Pericyte_smooth_muscle	14	46	0.199488743359739	0.197279604808525	0.0637618951366371	0.0170410832809074	0.139751552795031	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290912	Pericyte/SMC
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Collecting_duct_principal	1385	46	0.234962525144901	0.249552163469315	0.0999755440871573	0.00268638893285627	0.185747920263695	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	CD principal
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Endothelial	305	46	0.220683626577738	0.218937244319213	0.0831215139078037	0.00475952404092554	0.190306486101212	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	Endothelial
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Fibroblast_stromal	761	46	0.241934749226386	0.248527494321926	0.0880178758466903	0.00319064550675169	0.194595212249329	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	Fibro/stromal
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Injured_undifferentiated_epithelial	1727	46	0.162021394186119	0.14049675255982	0.101996010578582	0.0024543529478372	0.082399738173762	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	Injured epi
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Loop_of_Henle_TAL	263	46	0.42800470971909	0.435711371045436	0.0856071878328089	0.00527876534153182	0.287650851380394	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	Loop/TAL
MAGMA_top50	GSM7290913	GSM7290913	stone_disease	Pericyte_smooth_muscle	21	46	0.23840454202292	0.223711983965174	0.0674612419182119	0.0147212498840921	0.173913043478261	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290913	Pericyte/SMC
MAGMA_top50	GSM7290914	GSM7290914	stone_disease	Collecting_duct_principal	10898	46	0.207749953134244	0.216265702999905	0.107548262745534	0.0010302200498123	0.141860891906772	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290914	CD principal
MAGMA_top50	GSM7290914	GSM7290914	stone_disease	Endothelial	1172	46	0.175623609296063	0.177954501828745	0.0740795134222073	0.00216388569185911	0.103576198248998	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290914	Endothelial
MAGMA_top50	GSM7290914	GSM7290914	stone_disease	Fibroblast_stromal	26	46	0.127721124439979	0.118971384271675	0.0829152563020847	0.0162610196099568	0.0535117056856187	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290914	Fibro/stromal
MAGMA_top50	GSM7290914	GSM7290914	stone_disease	Injured_undifferentiated_epithelial	13	46	0.147407588369788	0.116115099853789	0.125285794717628	0.034748027457051	0.0635451505016722	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290914	Injured epi
MAGMA_top50	GSM7290914	GSM7290914	stone_disease	Loop_of_Henle_TAL	4	46	0.305653749506964	0.2609958282988	0.157555009480694	0.0787775047403471	0.206521739130435	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	MAGMA top50	D7290914	Loop/TAL
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Collecting_duct_principal	6318	70	0.11964200671875	0.103545525487418	0.0859158912141899	0.0010808954498877	0.0665264776375888	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	CD principal
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Endothelial	271	70	0.206500902138379	0.211410469606482	0.0701512195750241	0.00426138310961071	0.151449657353716	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	Endothelial
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Fibroblast_stromal	902	70	0.186844026744157	0.193925359672019	0.0870800024607412	0.00289944692878888	0.131659803611023	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	Fibro/stromal
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Injured_undifferentiated_epithelial	566	70	0.242992304954225	0.262495130926446	0.107109338219831	0.00450214129146192	0.180641090358405	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	Injured epi
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Loop_of_Henle_TAL	29	70	0.385075544742948	0.405951368845944	0.0841005994752586	0.0156170892604509	0.29704433497537	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	Loop/TAL
R1_MAGMA_Bonferroni_only	GSM7290910	GSM7290910	healthy_control	Pericyte_smooth_muscle	113	70	0.230072260500948	0.231481867010234	0.0687681547252412	0.00646916382302665	0.174841972187105	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290910	Pericyte/SMC
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Collecting_duct_principal	16248	70	0.18038194232294	0.179292454146635	0.103491424414718	0.000811903491875634	0.119572518815503	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	CD principal
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Endothelial	810	70	0.221944472706328	0.228792232376921	0.0732261631803947	0.00257290511072452	0.164268077601411	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	Endothelial
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Fibroblast_stromal	1733	70	0.196525666290258	0.200381309597487	0.0818725727808309	0.00196670470431415	0.131036188277966	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	Fibro/stromal
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Injured_undifferentiated_epithelial	55	70	0.174672291771184	0.163842674803726	0.0754949773008359	0.0101797406625778	0.0916883116883117	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	Injured epi
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Loop_of_Henle_TAL	244	70	0.359758130035949	0.362654583783548	0.0771989567352757	0.00494215677722966	0.233430913348946	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	Loop/TAL
R1_MAGMA_Bonferroni_only	GSM7290912	GSM7290912	healthy_control	Pericyte_smooth_muscle	14	70	0.188180563198447	0.183306270459061	0.0489459317711448	0.0130813505117169	0.127551020408163	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290912	Pericyte/SMC
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Collecting_duct_principal	1385	70	0.23067439178044	0.243415407576617	0.0937821809090295	0.00251997041069872	0.17812274368231	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	CD principal
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Endothelial	305	70	0.238273486904448	0.244197892764863	0.0744023560724466	0.00426026651561102	0.203512880562061	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	Endothelial
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Fibroblast_stromal	761	70	0.223257537592516	0.230592000299568	0.0763051861393774	0.00276606083656825	0.178524497841186	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	Fibro/stromal
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Injured_undifferentiated_epithelial	1727	70	0.13961018356786	0.125866790294188	0.0860765328933632	0.00207127897501115	0.0723798494499132	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	Injured epi
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Loop_of_Henle_TAL	263	70	0.424751233040624	0.42838363440043	0.0655888333991385	0.00404438072671025	0.276208582292233	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	Loop/TAL
R1_MAGMA_Bonferroni_only	GSM7290913	GSM7290913	stone_disease	Pericyte_smooth_muscle	21	70	0.243443445471269	0.230985207989075	0.0411067673665691	0.00897023204915445	0.176190476190476	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290913	Pericyte/SMC
R1_MAGMA_Bonferroni_only	GSM7290914	GSM7290914	stone_disease	Collecting_duct_principal	10898	70	0.191589970794539	0.199840352019771	0.0942112866773383	0.000902463266033923	0.132178905696982	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290914	CD principal
R1_MAGMA_Bonferroni_only	GSM7290914	GSM7290914	stone_disease	Endothelial	1172	70	0.191823762612889	0.191823970018556	0.0695878893399966	0.0020326839515168	0.112737688932228	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290914	Endothelial
R1_MAGMA_Bonferroni_only	GSM7290914	GSM7290914	stone_disease	Fibroblast_stromal	26	70	0.104632644478755	0.106390934969819	0.0660848842897969	0.0129603120979691	0.0450549450549451	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290914	Fibro/stromal
R1_MAGMA_Bonferroni_only	GSM7290914	GSM7290914	stone_disease	Injured_undifferentiated_epithelial	13	70	0.158681081870193	0.168913462286	0.0794687229688155	0.0220406581122852	0.0703296703296703	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290914	Injured epi
R1_MAGMA_Bonferroni_only	GSM7290914	GSM7290914	stone_disease	Loop_of_Henle_TAL	4	70	0.319639487508703	0.302945544810275	0.0955544024211714	0.0477772012105857	0.210714285714286	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1 Bonferroni	D7290914	Loop/TAL
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Collecting_duct_principal	6318	84	0.116715582596195	0.102898705812208	0.0802700160309913	0.00100986550758122	0.0656080887562369	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	CD principal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Endothelial	271	84	0.197377552836048	0.201966369410901	0.0672710953102587	0.00408642802016532	0.148128624143384	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	Endothelial
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Fibroblast_stromal	902	84	0.181136241505055	0.188395578065082	0.0824948846099515	0.0027467792037667	0.130701615457713	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	Fibro/stromal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Injured_undifferentiated_epithelial	566	84	0.223581431671428	0.241480259479534	0.0960216619087694	0.00403609149434767	0.169611307420495	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	Injured epi
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Loop_of_Henle_TAL	29	84	0.346194684460232	0.363479714047874	0.0717105756652639	0.0133163195990322	0.277914614121511	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	Loop/TAL
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290910	GSM7290910	healthy_control	Pericyte_smooth_muscle	113	84	0.222263488186852	0.222354796621199	0.0620752853267588	0.00583955163177481	0.171407501053519	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290910	Pericyte/SMC
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Collecting_duct_principal	16248	84	0.172840720556341	0.171234867171365	0.0942918095866919	0.000739731334182121	0.115969584534946	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	CD principal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Endothelial	810	84	0.2126142135066	0.219172866840269	0.0684229229298995	0.00240413645138493	0.160435038212816	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	Endothelial
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Fibroblast_stromal	1733	84	0.187003745237186	0.190137426416272	0.0747349934407744	0.00179524910705226	0.126590278350232	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	Fibro/stromal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Injured_undifferentiated_epithelial	55	84	0.165581599155919	0.168550261198459	0.06798029750559	0.00916646144569581	0.0880952380952381	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	Injured epi
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Loop_of_Henle_TAL	244	84	0.322786726010979	0.321765654214205	0.0686821545708171	0.00439692438915815	0.21326112412178	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	Loop/TAL
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290912	GSM7290912	healthy_control	Pericyte_smooth_muscle	14	84	0.188309928271537	0.178453544805131	0.0530407273893203	0.0141757306740081	0.129251700680272	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290912	Pericyte/SMC
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Collecting_duct_principal	1385	84	0.217033604978689	0.229271125095135	0.0847157384928775	0.00227635092565849	0.171196493037648	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	CD principal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Endothelial	305	84	0.225169409269419	0.231118688688442	0.0691183302482559	0.00395770407707072	0.197306791569087	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	Endothelial
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Fibroblast_stromal	761	84	0.212904195624491	0.22346314552499	0.070547378830294	0.00255734048467668	0.176209248482573	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	Fibro/stromal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Injured_undifferentiated_epithelial	1727	84	0.132641629600831	0.114961325569285	0.0791476300318463	0.00190454722671067	0.0702360272423967	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	Injured epi
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Loop_of_Henle_TAL	263	84	0.377586800132559	0.381603829339761	0.058119108907045	0.00358377778251982	0.251584283903676	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	Loop/TAL
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290913	GSM7290913	stone_disease	Pericyte_smooth_muscle	21	84	0.227061494861793	0.216189353257502	0.0375261686707648	0.00818888135597428	0.16609977324263	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290913	Pericyte/SMC
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290914	GSM7290914	stone_disease	Collecting_duct_principal	10898	84	0.181335047234721	0.188917222503127	0.0856832218380594	0.000820771724401937	0.126923681933776	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290914	CD principal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290914	GSM7290914	stone_disease	Endothelial	1172	84	0.182721407436215	0.183256134686652	0.0626931009931963	0.00183128503347847	0.108503981797497	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290914	Endothelial
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290914	GSM7290914	stone_disease	Fibroblast_stromal	26	84	0.101433954029741	0.0943270197490154	0.0586722223460095	0.0115065694864676	0.0434981684981685	no	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290914	Fibro/stromal
R1_R2_R3_all_MAGMA_Bonferroni	GSM7290914	GSM7290914	stone_disease	Injured_undifferentiated_epithelial	13	84	0.15429489878128	0.145538411139936	0.0650170162851243	0.0180324758456687	0.0695970695970696	yes	nucleus-level scores aggregated to donor x broad_compartment; no cell-level inferential test	R1-R3 Bonf.	D7290914	Injured epi
